X-Values, Y-Values
-100.000000, 9363.000000
-99.000000, 10035.000000
-98.000000, 9803.000000
-97.000000, 9533.000000
-96.000000, 9255.000000
-95.000000, 8363.000000
-94.000000, 8171.000000
-93.000000, 8764.000000
-92.000000, 8578.000000
-91.000000, 8488.000000
-90.000000, 8420.000000
-89.000000, 8188.000000
-88.000000, 7828.000000
-87.000000, 6807.000000
-86.000000, 7566.000000
-85.000000, 7316.000000
-84.000000, 7243.000000
-83.000000, 7069.000000
-82.000000, 6969.000000
-81.000000, 5797.000000
-80.000000, 5742.000000
-79.000000, 6340.000000
-78.000000, 5288.000000
-77.000000, 6184.000000
-76.000000, 5192.000000
-75.000000, 5834.000000
-74.000000, 4765.000000
-73.000000, 5668.000000
-72.000000, 5409.000000
-71.000000, 4520.000000
-70.000000, 5043.000000
-69.000000, 5015.000000
-68.000000, 4807.000000
-67.000000, 4837.000000
-66.000000, 4529.000000
-65.000000, 4407.000000
-64.000000, 3348.000000
-63.000000, 4383.000000
-62.000000, 4064.000000
-61.000000, 3020.000000
-60.000000, 3823.000000
-59.000000, 2726.000000
-58.000000, 3508.000000
-57.000000, 3552.000000
-56.000000, 2616.000000
-55.000000, 2418.000000
-54.000000, 2161.000000
-53.000000, 2229.000000
-52.000000, 3061.000000
-51.000000, 2888.000000
-50.000000, 2698.000000
-49.000000, 2618.000000
-48.000000, 2760.000000
-47.000000, 1647.000000
-46.000000, 1666.000000
-45.000000, 1353.000000
-44.000000, 2265.000000
-43.000000, 2118.000000
-42.000000, 2067.000000
-41.000000, 2071.000000
-40.000000, 2041.000000
-39.000000, 1966.000000
-38.000000, 993.000000
-37.000000, 1595.000000
-36.000000, 1614.000000
-35.000000, 1619.000000
-34.000000, 657.000000
-33.000000, 1532.000000
-32.000000, 494.000000
-31.000000, 506.000000
-30.000000, 265.000000
-29.000000, 1118.000000
-28.000000, 229.000000
-27.000000, 1247.000000
-26.000000, 1095.000000
-25.000000, 253.000000
-24.000000, 1038.000000
-23.000000, -46.000000
-22.000000, -151.000000
-21.000000, 713.000000
-20.000000, 3.000000
-19.000000, 620.000000
-18.000000, 811.000000
-17.000000, -328.000000
-16.000000, 526.000000
-15.000000, 488.000000
-14.000000, -293.000000
-13.000000, -344.000000
-12.000000, 659.000000
-11.000000, -344.000000
-10.000000, 568.000000
-9.000000, -342.000000
-8.000000, -429.000000
-7.000000, -302.000000
-6.000000, -451.000000
-5.000000, -390.000000
-4.000000, -429.000000
-3.000000, -552.000000
-2.000000, 508.000000
-1.000000, 440.000000
0.000000, 553.000000
1.000000, -427.000000
2.000000, -372.000000
3.000000, 450.000000
4.000000, -307.000000
5.000000, 407.000000
6.000000, -392.000000
7.000000, -288.000000
8.000000, 570.000000
9.000000, -384.000000
10.000000, 483.000000
11.000000, -170.000000
12.000000, 607.000000
13.000000, -236.000000
14.000000, 731.000000
15.000000, -184.000000
16.000000, 786.000000
17.000000, 945.000000
18.000000, 60.000000
19.000000, 806.000000
20.000000, 46.000000
21.000000, 814.000000
22.000000, 1092.000000
23.000000, 1087.000000
24.000000, 284.000000
25.000000, 121.000000
26.000000, 1203.000000
27.000000, 1116.000000
28.000000, 404.000000
29.000000, 1494.000000
30.000000, 634.000000
31.000000, 504.000000
32.000000, 624.000000
33.000000, 1649.000000
34.000000, 849.000000
35.000000, 1879.000000
36.000000, 1807.000000
37.000000, 1921.000000
38.000000, 1102.000000
39.000000, 1242.000000
40.000000, 1314.000000
41.000000, 2248.000000
42.000000, 2202.000000
43.000000, 1400.000000
44.000000, 1478.000000
45.000000, 1850.000000
46.000000, 2715.000000
47.000000, 2688.000000
48.000000, 1917.000000
49.000000, 2952.000000
50.000000, 2268.000000
51.000000, 3250.000000
52.000000, 2400.000000
53.000000, 3516.000000
54.000000, 2641.000000
55.000000, 2770.000000
56.000000, 2754.000000
57.000000, 4017.000000
58.000000, 3188.000000
59.000000, 3343.000000
60.000000, 4225.000000
61.000000, 4414.000000
62.000000, 3679.000000
63.000000, 3654.000000
64.000000, 4714.000000
65.000000, 4766.000000
66.000000, 4249.000000
67.000000, 5185.000000
68.000000, 5219.000000
69.000000, 4635.000000
70.000000, 5683.000000
71.000000, 4907.000000
72.000000, 5937.000000
73.000000, 5227.000000
74.000000, 5334.000000
75.000000, 6331.000000
76.000000, 5471.000000
77.000000, 6674.000000
78.000000, 6701.000000
79.000000, 6138.000000
80.000000, 6320.000000
81.000000, 6384.000000
82.000000, 7448.000000
83.000000, 6750.000000
84.000000, 7665.000000
85.000000, 8003.000000
86.000000, 8180.000000
87.000000, 8245.000000
88.000000, 8329.000000
89.000000, 7726.000000
90.000000, 7875.000000
91.000000, 8039.000000
92.000000, 9114.000000
93.000000, 8391.000000
94.000000, 9595.000000
95.000000, 9648.000000
96.000000, 9913.000000
97.000000, 9211.000000
98.000000, 10443.000000
99.000000, 10573.000000
100.000000, 10807.000000
